"logFC","logCPM","PValue","FDR"
"CDK13",0.0730222456138994,3.19304564226275,0.999999999999984,1
"ZNF711",-0.0673614532785916,3.190291994927,0.999999999999984,1
"ATG4D",-0.0646354844660044,3.19911932869094,0.999999999999984,1
"ZFAND3",-0.0627158405450656,3.16977470585992,0.999999999999984,1
"ZNF569",-0.0580563253829601,3.17267129958889,0.999999999999984,1
"BPHL",-0.0568061674445383,3.18137343265704,0.999999999999984,1
"FAM118A",-0.0551945855622612,3.17215216814908,0.999999999999984,1
"C10orf76",0.0542642101482542,3.18091698877577,0.999999999999984,1
"BBIP1",0.0509385910927285,3.18674207609322,0.999999999999984,1
"MGC2752",0.0493145133058621,3.18077616084381,0.999999999999984,1
"PQLC2",0.046678637916714,3.16995288106485,0.999999999999984,1
"GOLGA2",-0.0446922883994373,3.17161277909107,0.999999999999984,1
"DNLZ",-0.0355093159329698,3.18234803094604,0.999999999999984,1
"ZNF652",0.00928728763786978,3.18496036779414,0.999999999999984,1
"POMT2",0.174913325772131,2.68744661623855,0.999999999999984,1
"LANCL2",-0.149981419354505,2.6846571289841,0.999999999999984,1
"ING5",-0.145436877573022,2.67705785842854,0.999999999999984,1
"C1orf115",0.143917186520604,2.68136015138093,0.999999999999984,1
"DNAJC30",0.141692299417111,2.69202663711964,0.999999999999984,1
"FAM63A",0.141324136571811,2.67666164333185,0.999999999999984,1
"CDC14B",-0.136531672996178,2.68866920816093,0.999999999999984,1
"ZNF283",-0.13137061981079,2.68622968453508,0.999999999999984,1
"MAST3",-0.120494400794413,2.6652634499216,0.999999999999984,1
"MYO5A",0.119582656951173,2.68978671654357,0.999999999999984,1
"PTPMT1",-0.114300122457195,2.69911860588369,0.999999999999984,1
"TAB3",0.10922374237926,2.69511599892807,0.999999999999984,1
"TMEM79",0.108095165766858,2.70217572034076,0.999999999999984,1
"PMS2L2",0.102031240427845,2.67988734444778,0.999999999999984,1
"STK10",0.0890185263041128,2.67061656888187,0.999999999999984,1
"C14orf79",-0.0836007062026714,2.70275778111005,0.999999999999984,1
"FANCB",-0.0825339536319185,2.68820295779148,0.999999999999984,1
"KERA",0.078138729232872,2.66661329154539,0.999999999999984,1
"CUX1",-0.0754756982551522,2.69540665307582,0.999999999999984,1
"ZNF783",0.0748947094278351,2.6877999400513,0.999999999999984,1
"ANKRA2",0.0736662443792254,2.67720497572217,0.999999999999984,1
"TTBK2",0.0733758285458188,2.67252441138834,0.999999999999984,1
"AZI1",-0.0728335344820949,2.66605356849427,0.999999999999984,1
"WFS1",-0.0675877655314027,2.66985903370317,0.999999999999984,1
"KCNG1",0.0672544069242313,2.69338107514088,0.999999999999984,1
"DTX3",0.0657456323239284,2.68387279983531,0.999999999999984,1
"DCLRE1C",-0.0653557996946652,2.66602778801801,0.999999999999984,1
"C12orf47",-0.0650208332214462,2.68545560814464,0.999999999999984,1
"VAV2",0.0568960167209022,2.69799209531129,0.999999999999984,1
"APBA3",-0.0566812477083634,2.68363975180772,0.999999999999984,1
"NCRNA00294",-0.04913643188732,2.68002474318021,0.999999999999984,1
"C17orf59",-0.0491076473834515,2.67613073487869,0.999999999999984,1
"CYBRD1",-0.0465712032439001,2.66762291465481,0.999999999999984,1
"TET3",0.0442896427905011,2.67457348809794,0.999999999999984,1
"PANK1",-0.0367847956427209,2.68135068478064,0.999999999999984,1
"ABHD6",0.034775940489891,2.67434552344896,0.999999999999984,1
"JPH1",0.0335782952589623,2.67789299970238,0.999999999999984,1
"CCDC57",0.0297791839832894,2.67704532446207,0.999999999999984,1
"FANCM",-0.0271350179563782,2.68481106897054,0.999999999999984,1
"GPR89A",-0.0142450854486388,2.68502480934211,0.999999999999984,1
"EIF2C1",0.0139517575270658,2.67982825602475,0.999999999999984,1
"STK38L",-0.00497195910691169,2.68302844180945,0.999999999999984,1
"SLC16A13",0.420174426124861,2.08505618665318,0.999999999999984,1
"TTC30B",0.41705937906247,2.08598562922824,0.999999999999984,1
"CACNA1H",0.412268275704046,2.0839647395501,0.999999999999984,1
"PI15",-0.40799298423404,2.08814716590747,0.999999999999984,1
"DSCR6",-0.405917772150767,2.0801240848731,0.999999999999984,1
"KCNK6",0.395791500594292,2.08607068596647,0.999999999999984,1
"HOXC11",0.388388652081967,2.09447119918846,0.999999999999984,1
"IFT172",-0.377177831002584,2.0694150777361,0.999999999999984,1
"MIR3619",0.373078254448834,2.07013387988522,0.999999999999984,1
"LHPP",0.355029612422975,2.10033134776797,0.999999999999984,1
"CKMT1A",-0.33146415024597,2.07599213574971,0.999999999999984,1
"THBS1",0.323823498741471,2.07669040059309,0.999999999999984,1
"NBPF24",0.319713690205817,2.05969689417791,0.999999999999984,1
"LOC100506730",0.316598532152086,2.09784629701482,0.999999999999984,1
"ENPP1",-0.313451170652318,2.06229709799095,0.999999999999984,1
"LOC730102",-0.310431721292396,2.09982490191859,0.999999999999984,1
"MIR454",0.308888473943334,2.08340242157142,0.999999999999984,1
"PUS10",-0.303402779562587,2.08453319208259,0.999999999999984,1
"SPIRE2",0.297473757612079,2.0688306310552,0.999999999999984,1
"RNF157",-0.293460517168776,2.06823825368403,0.999999999999984,1
"ZNF565",0.293359139341414,2.09712021548636,0.999999999999984,1
"ZNF862",0.290177998891479,2.10602297638447,0.999999999999984,1
"NUDT10",0.289239206850074,2.10275307620723,0.999999999999984,1
"EPHA1",-0.288619020293715,2.07560833742133,0.999999999999984,1
"C16orf86",-0.287608174412777,2.09108122811643,0.999999999999984,1
"KIAA1328",-0.28513848233722,2.084947234366,0.999999999999984,1
"SLC9A5",0.273230501180798,2.08078629424334,0.999999999999984,1
"ARID5A",0.271966736801969,2.10071837935277,0.999999999999984,1
"C6orf27",0.269110399563449,2.08299504098704,0.999999999999984,1
"INPP5J",-0.264702911124021,2.10713735323698,0.999999999999984,1
"COL11A1",-0.264650899350353,2.0853664548453,0.999999999999984,1
"TRIM46",0.261558274262987,2.06205060948102,0.999999999999984,1
"ITGB4",0.259051004527738,2.10048465513973,0.999999999999984,1
"PER2",0.255713184639879,2.11432753148019,0.999999999999984,1
"ZNF833P",-0.253221295534513,2.05653836066577,0.999999999999984,1
"AJAP1",-0.248194924144685,2.06321056808242,0.999999999999984,1
"OTUB2",-0.247540904310651,2.04523960644813,0.999999999999984,1
"BCAM",-0.247183943779458,2.11331885331825,0.999999999999984,1
"ARSG",-0.245069716040879,2.0847356306823,0.999999999999984,1
"CISH",-0.244187036400667,2.08552413037555,0.999999999999984,1
"LOC401431",-0.243606441489858,2.07961541134807,0.999999999999984,1
"ANK2",-0.242268526190515,2.0533139094822,0.999999999999984,1
"WDR78",0.241379452520365,2.09442958475899,0.999999999999984,1
"KAT2B",0.239953876838502,2.09498603019189,0.999999999999984,1
"TAS2R4",0.236736978681841,2.04741503181221,0.999999999999984,1
"C1RL",0.233438652494987,2.06306650445443,0.999999999999984,1
"DOC2A",0.228114781745574,2.09388261822389,0.999999999999984,1
"CCDC163P",-0.227964621815199,2.05064402587733,0.999999999999984,1
"QPRT",0.227668281984752,2.10839695773794,0.999999999999984,1
"LOC729970",0.227606292825613,2.09984550972876,0.999999999999984,1
"ULBP1",0.227352115168776,2.11456500484794,0.999999999999984,1
"IGFLR1",-0.226635327939022,2.10430764552093,0.999999999999984,1
"ZNF775",-0.225497432841335,2.10784386762355,0.999999999999984,1
"ALDH1A3",-0.224304369592552,2.08015545970154,0.999999999999984,1
"FZD4",0.223820699824782,2.08222985254183,0.999999999999984,1
"DDX58",-0.218722226095768,2.10440764892858,0.999999999999984,1
"OCLM",-0.217677734251211,2.12035371052416,0.999999999999984,1
"FNDC4",-0.217387176161934,2.05933139427493,0.999999999999984,1
"DHFRL1",-0.216103800180346,2.10072770616486,0.999999999999984,1
"SAMD10",0.21462482025203,2.11494403099929,0.999999999999984,1
"ACPL2",-0.213882519563069,2.06509392662371,0.999999999999984,1
"LRFN1",0.213657428296939,2.0547711026458,0.999999999999984,1
"CDK5R1",-0.208841523303344,2.10195922637362,0.999999999999984,1
"WDR5B",-0.208797601059794,2.08364496043433,0.999999999999984,1
"ZNF658",-0.2077014349677,2.11296304759757,0.999999999999984,1
"CYP2U1",0.20749038876613,2.07379324374423,0.999999999999984,1
"FBXL19-AS1",-0.205446117111939,2.09436151085579,0.999999999999984,1
"STYK1",-0.204866462731062,2.08106957805309,0.999999999999984,1
"CABLES2",-0.201293376498578,2.0838040723456,0.999999999999984,1
"H2AFJ",0.199582549751356,2.11111125942274,0.999999999999984,1
"ZNF34",0.199018194008259,2.07980898374379,0.999999999999984,1
"OSBPL10",0.196990249611796,2.09065295249654,0.999999999999984,1
"ALOX12P2",0.190133324476175,2.07830793235167,0.999999999999984,1
"RLTPR",0.185468759991214,2.08673818685558,0.999999999999984,1
"LOC146880",0.184338232457933,2.1128824054795,0.999999999999984,1
"WDR24",-0.183413404805225,2.05851141562022,0.999999999999984,1
"MBLAC1",0.180740286601854,2.05637298366663,0.999999999999984,1
"BTN2A3",-0.180663620054839,2.09058379415467,0.999999999999984,1
"ANKRD6",-0.177841559344484,2.08713816907126,0.999999999999984,1
"SNORD19",0.17691048204786,2.10420772216514,0.999999999999984,1
"C19orf39",0.170185578979175,2.08135602754675,0.999999999999984,1
"ZBTB49",-0.16929356274268,2.08749901894895,0.999999999999984,1
"EFHD1",0.169277115998753,2.0964605057098,0.999999999999984,1
"FLJ36031",0.163875619233687,2.08423383492707,0.999999999999984,1
"TWIST1",0.159803959776791,2.05933042570469,0.999999999999984,1
"HERC2P3",0.158881920669072,2.09709172776837,0.999999999999984,1
"KIF27",0.154474864136643,2.08723693644272,0.999999999999984,1
"NTS",-0.154309746346726,2.10144267597455,0.999999999999984,1
"ARHGAP39",0.153360396182704,2.08586838546924,0.999999999999984,1
"CROCC",-0.1514961876422,2.10692112956173,0.999999999999984,1
"LOC100507547",-0.151186745828423,2.0603304542534,0.999999999999984,1
"AKAP5",0.150182331156657,2.08705242715365,0.999999999999984,1
"ADAMTS20",-0.147720640134135,2.06623332912985,0.999999999999984,1
"TMEM91",0.145971409155493,2.0892034195011,0.999999999999984,1
"C5orf53",-0.144564714644943,2.09055043881894,0.999999999999984,1
"FCHO1",0.140154103957901,2.1003756199845,0.999999999999984,1
"LOC100144603",-0.13971166670667,2.07472043804261,0.999999999999984,1
"FGD4",0.137078868527856,2.08430907571454,0.999999999999984,1
"C1orf84",-0.134249807834423,2.06533534916923,0.999999999999984,1
"TAS2R14",-0.12880923137693,2.06572822088103,0.999999999999984,1
"MIR193A",0.124900060059017,2.07983846875064,0.999999999999984,1
"C2orf15",0.107614825554462,2.09346315674425,0.999999999999984,1
"WNK2",-0.107445431173195,2.06727726436644,0.999999999999984,1
"ZSWIM4",0.104551485948659,2.07066035652303,0.999999999999984,1
"PARD3B",-0.103219817611529,2.07284850007172,0.999999999999984,1
"C17orf100",0.102006293268386,2.08715558607824,0.999999999999984,1
"LOC285074",0.10112461397561,2.09507027957075,0.999999999999984,1
"RFX1",-0.0950966093249756,2.07703319861796,0.999999999999984,1
"TBC1D25",0.0924325989625791,2.07113641049021,0.999999999999984,1
"LOC653113",0.0887179913798204,2.08704483985413,0.999999999999984,1
"STX1A",-0.0827880868176951,2.07307772147926,0.999999999999984,1
"LOC100287428",0.0813507268566389,2.08096312489974,0.999999999999984,1
"ARL4D",0.0747102683874519,2.09443356283448,0.999999999999984,1
"HHAT",-0.0745507081707812,2.09038960335268,0.999999999999984,1
"L3MBTL1",-0.0603411571310233,2.08551618965989,0.999999999999984,1
"CCDC123",-0.0573373674073706,2.09125604839024,0.999999999999984,1
"TNFRSF25",0.056328037957818,2.08734499056475,0.999999999999984,1
"ZC3H6",-0.0504321631709825,2.08799220791994,0.999999999999984,1
"ZNF619",-0.0502654900499395,2.07880596394868,0.999999999999984,1
"MGC23284",-0.0497899941776401,2.0761106526984,0.999999999999984,1
"SLC24A1",-0.0493496633467908,2.07913984176424,0.999999999999984,1
"MPP3",0.0181684874542663,2.08357733563912,0.999999999999984,1
"NOS3",0.0173603815287516,2.08378446739437,0.999999999999984,1
"LOC92659",-0.0133771103255161,2.08084519654751,0.999999999999984,1
"TMLHE",-0.0769546008678079,3.36674198446492,0.999999999999987,1
"CHPF2",0.0611079237878501,3.36885060504861,0.999999999999987,1
"ARHGEF10",0.0570048841810267,3.36708145453777,0.999999999999987,1
"LEO1",-0.0566978999486871,3.36065250963744,0.999999999999987,1
"DPY19L4",-0.0541040651389867,3.35748590952326,0.999999999999987,1
"SMYD3",0.0512757615575434,3.35309876180842,0.999999999999987,1
"FIG4",-0.0488691915829619,3.37094085949823,0.999999999999987,1
"PDPK1",-0.0484817039241817,3.34881330244475,0.999999999999987,1
"ASB3",-0.0450485570532898,3.35002016276483,0.999999999999987,1
"THAP3",0.0417696705610286,3.37478195065001,0.999999999999987,1
"RIPK1",0.0409289248954324,3.36954767095518,0.999999999999987,1
"DSTYK",-0.0388919704579087,3.35518021830937,0.999999999999987,1
"ACOT13",-0.038840445511335,3.37274979982529,0.999999999999987,1
"GAN",0.0381134305097105,3.35821976950486,0.999999999999987,1
"IQSEC2",0.0297240153481771,3.36061908601843,0.999999999999987,1
"SLC25A26",0.0287735454814426,3.37370713248373,0.999999999999987,1
"MRPL2",0.0283840034037525,3.35918283644253,0.999999999999987,1
"TMCO3",0.0248172135893886,3.36213980800364,0.999999999999987,1
"FAM83H",-0.0238358448385126,3.36904916315422,0.999999999999987,1
"ERCC6L",-0.0235923765747642,3.3728031564126,0.999999999999987,1
"CCDC41",0.0215728927136228,3.36097244968645,0.999999999999987,1
"ZDHHC6",-0.010123970302838,3.36639790111487,0.999999999999987,1
"PDE7A",0.0822071538907471,3.33290879196254,0.999999999999988,1
"APC",-0.0808922447418489,3.33238612887026,0.999999999999988,1
"RHOF",0.0782336563639527,3.32575707791512,0.999999999999988,1
"TMEM60",0.0777151663291741,3.33330740030898,0.999999999999988,1
"MAP7D3",-0.0655360854248538,3.32201618979758,0.999999999999988,1
"MCAT",-0.0635343139528944,3.3390509113804,0.999999999999988,1
"HSD17B7",-0.0617259663369465,3.32958293783993,0.999999999999988,1
"SCML2",0.0548219638011381,3.32523811843307,0.999999999999988,1
"ERAP1",-0.0516495107857133,3.33831648262397,0.999999999999988,1
"MAP4K3",-0.047840850204749,3.34380655219475,0.999999999999988,1
"BCL9",-0.0436120779389498,3.33052164301366,0.999999999999988,1
"STAT5B",-0.0429654091677012,3.32072462044843,0.999999999999988,1
"FAM38A",0.0419027019964083,3.31929759187913,0.999999999999988,1
"AGPAT3",0.04060124069981,3.33449763908938,0.999999999999988,1
"SUN2",0.0382406584548454,3.3426714895518,0.999999999999988,1
"CD36",0.0377915979655106,3.33358417226996,0.999999999999988,1
"YIPF6",-0.0365611678763633,3.32283279038775,0.999999999999988,1
"GGA3",0.0310232173683296,3.32218160035926,0.999999999999988,1
"BRD1",0.0293010131059179,3.3351502459816,0.999999999999988,1
"TRIM65",-0.0265404593660268,3.34019437052479,0.999999999999988,1
"ZNF609",0.0241132907373535,3.33065138630072,0.999999999999988,1
"FAM131A",-0.014785996440458,3.33220866489668,0.999999999999988,1
"TXNDC15",0.0143865599492409,3.33227936393888,0.999999999999988,1
"PDE6D",-0.0105509022912169,3.33287344973862,0.999999999999988,1
"MEPCE",0.0758764914225214,3.46370683157551,0.999999999999989,1
"DST",0.0755693328622562,3.45858015450839,0.999999999999989,1
"DEAF1",0.06350092842172,3.45884059553996,0.999999999999989,1
"TRAF2",-0.0604507340450485,3.47306887449767,0.999999999999989,1
"NEURL4",-0.0601654621542546,3.45595997348191,0.999999999999989,1
"DGCR8",-0.0599239309840383,3.46389102297646,0.999999999999989,1
"C9orf119",0.0535287213071652,3.45832037262947,0.999999999999989,1
"POLK",-0.0492533888985223,3.45416766546943,0.999999999999989,1
"WBP2",0.0482466204581031,3.47201542935197,0.999999999999989,1
"TSR2",0.0446099782451435,3.47125689915618,0.999999999999989,1
"DHODH",0.0373636224737848,3.45180116552505,0.999999999999989,1
"MRPS36",0.0373051582566793,3.46594712207772,0.999999999999989,1
"VAC14",-0.0368414085065019,3.45682628763894,0.999999999999989,1
"HPS4",-0.0302352983719972,3.46105055912301,0.999999999999989,1
"MED29",-0.0253427114755117,3.45447502244963,0.999999999999989,1
"EPHB4",-0.0240790831535743,3.46178747570183,0.999999999999989,1
"TMEM184C",-0.0217641832956235,3.46351555979235,0.999999999999989,1
"GOLIM4",0.0103999346938466,3.46042183034889,0.999999999999989,1
"SOCS5",0.00903868849074332,3.46560796004906,0.999999999999989,1
"TBC1D13",-0.100821071974612,3.14276925066639,0.999999999999991,1
"CLN3",-0.0915715194281721,3.15278224765755,0.999999999999991,1
"VWDE",-0.0890505367490968,3.13538246108895,0.999999999999991,1
"KRIT1",-0.08810307596729,3.13773136930618,0.999999999999991,1
"LRDD",-0.0865516065469701,3.14624010689565,0.999999999999991,1
"NBEAL2",-0.0863496325226615,3.14590632649604,0.999999999999991,1
"MBTD1",0.0862514574098375,3.13618803163288,0.999999999999991,1
"PRR24",0.085202356798988,3.26464228438012,0.999999999999991,1
"TARBP1",-0.083214210468622,3.14154695968379,0.999999999999991,1
"ZBTB6",-0.0802432909073296,3.15178156745915,0.999999999999991,1
"ZNF574",0.0745009741272697,3.1386351940402,0.999999999999991,1
"PHF2",-0.0704525519818619,3.13282007989274,0.999999999999991,1
"MED4",-0.06900123982606,3.25236591405949,0.999999999999991,1
"MUT",0.067512878703681,3.26117494745229,0.999999999999991,1
"ATP6V0E2",-0.0655664589184612,3.14026439531841,0.999999999999991,1
"AP1M1",0.0648262162700839,3.26238538753255,0.999999999999991,1
"ZNF592",0.0619137669492922,3.13966944797735,0.999999999999991,1
"ZKSCAN5",-0.0612764960705828,3.24795703380244,0.999999999999991,1
"CEP164",0.0607097997323862,3.26732902600968,0.999999999999991,1
"RAB22A",0.0596219748887338,3.13875118603183,0.999999999999991,1
"PICK1",-0.056534624951189,3.26815185160266,0.999999999999991,1
"VEZF1",-0.0545867124001891,3.1375114472928,0.999999999999991,1
"LOC341056",-0.0536899211922179,3.14338582183267,0.999999999999991,1
"FAM193A",0.0527885568984567,3.26651385221319,0.999999999999991,1
"CASK",0.050785136733822,3.14955012729255,0.999999999999991,1
"NOC4L",-0.050729188029941,3.25400172580516,0.999999999999991,1
"LTBP4",0.0504030746681561,3.138963229488,0.999999999999991,1
"ZNF551",-0.0489031030821711,3.26678780163715,0.999999999999991,1
"SPA17",-0.0480376058424701,3.14019062342082,0.999999999999991,1
"KIN",-0.0478213925427193,3.13355522068891,0.999999999999991,1
"CENPC1",0.0477926598351078,3.15249016440652,0.999999999999991,1
"KCTD2",0.0471049382909939,3.26343633563165,0.999999999999991,1
"TMEM68",-0.046627205586995,3.24749112725611,0.999999999999991,1
"SMURF2",-0.0456376841072072,3.15658326487834,0.999999999999991,1
"MED19",-0.0438908180302323,3.2544476477557,0.999999999999991,1
"JUB",0.0431980003956246,3.2627282317311,0.999999999999991,1
"VPS13D",-0.0431229337402655,3.14574741721907,0.999999999999991,1
"ALKBH7",0.0428239103039231,3.14262461689491,0.999999999999991,1
"HPS6",0.0427723458987053,3.25184109668861,0.999999999999991,1
"TTC33",-0.0415958469530034,3.14822722012679,0.999999999999991,1
"ZNF467",-0.041128886511225,3.24450660140522,0.999999999999991,1
"DGKD",0.0408399165725842,3.13902694072305,0.999999999999991,1
"SPTLC2",-0.0404936645471084,3.24414527824383,0.999999999999991,1
"ZNF623",-0.0393870645633312,3.13682273174084,0.999999999999991,1
"BRF1",0.0388891947558742,3.14584788920388,0.999999999999991,1
"TRIM24",-0.0374179754375948,3.15404972145414,0.999999999999991,1
"CREBBP",0.036851246462279,3.15102507491844,0.999999999999991,1
"UBE3B",-0.0367058278970198,3.1514882539634,0.999999999999991,1
"SRCAP",-0.0351484141509227,3.270682501893,0.999999999999991,1
"GDAP1",-0.0325834457149081,3.25360418058904,0.999999999999991,1
"MOSPD1",0.0316245978315144,3.25663539586307,0.999999999999991,1
"SNAP29",-0.0276140713390694,3.14536161218737,0.999999999999991,1
"TRIOBP",-0.0257039831222512,3.26463194868795,0.999999999999991,1
"ZNF3",-0.0209941705743965,3.1392529340545,0.999999999999991,1
"NDFIP2",0.0201163150765173,3.26352715350165,0.999999999999991,1
"ZNF335",-0.0196410289303524,3.15070469279171,0.999999999999991,1
"NPAT",0.012895005918504,3.25542614332404,0.999999999999991,1
"C12orf65",0.0103988242985695,3.14435038354808,0.999999999999991,1
"C9orf40",0.0644623890175022,3.55901395508384,0.999999999999991,1
"GEMIN7",0.063318551386949,3.55643823879604,0.999999999999991,1
"VPRBP",-0.0583131963601508,3.55164580775367,0.999999999999991,1
"CLP1",-0.0455928037279207,3.56552494158355,0.999999999999991,1
"ZNF322A",-0.0443500965375991,3.54662957391824,0.999999999999991,1
"PGP",-0.0406622384882421,3.5587810398265,0.999999999999991,1
"BCL2L1",-0.0398710646383554,3.55648345096393,0.999999999999991,1
"SEC16A",0.0276185605885968,3.56134909235902,0.999999999999991,1
"MACF1",0.0260462446810372,3.55071951421971,0.999999999999991,1
"CXXC1",-0.0212492861769929,3.56159390932609,0.999999999999991,1
"C4orf34",0.137515311848306,2.67150736070537,0.999999999999992,1
"POLDIP3",0.0228437939891533,4.25482902641905,0.999999999999994,1
"BFAR",0.0178854455170283,4.25419335388789,0.999999999999994,1
"ZBTB8OS",0.015380641005049,4.24560781581738,0.999999999999994,1
"TRMT1L",0.0136833130792026,4.25506998133371,0.999999999999994,1
"RIN1",0.13312083277513,2.93646795614882,0.999999999999995,1
"ARSB",-0.12244182724513,2.93079572559773,0.999999999999995,1
"MIR1301",0.118172166864946,2.92536428735362,0.999999999999995,1
"CCDC50",-0.117361183441615,2.92466694402592,0.999999999999995,1
"COL3A1",0.117112395574042,2.93352601466711,0.999999999999995,1
"RGPD4",-0.113450610147862,2.92348411687092,0.999999999999995,1
"ITPKC",-0.104151264654063,2.92687493084557,0.999999999999995,1
"HERC2P2",0.100410645154038,2.91937193168645,0.999999999999995,1
"USP31",0.0941349619568965,2.94414038513831,0.999999999999995,1
"ZNF239",-0.0932655115909059,2.94132041085706,0.999999999999995,1
"PRKAB1",-0.0928716255343855,2.91597064678371,0.999999999999995,1
"TMEM120A",-0.0926862667002154,2.9459027861445,0.999999999999995,1
"CHST14",0.0902611769533723,2.94801870694021,0.999999999999995,1
"INPP4A",-0.0839922830063222,2.93617162150647,0.999999999999995,1
"PPCDC",-0.0801866051298095,2.94645452051235,0.999999999999995,1
"CIB2",0.0772883929305016,2.94897929704813,0.999999999999995,1
"CXorf61",-0.0763722532661738,2.92890567247314,0.999999999999995,1
"SS18L1",0.0698734583872318,2.9445533287165,0.999999999999995,1
"LOC728407",-0.0654697706952414,2.93270434354257,0.999999999999995,1
"SLC39A13",-0.0642774693379322,2.91545064915895,0.999999999999995,1
"MTFMT",-0.063187178853811,2.93821762092775,0.999999999999995,1
"CGREF1",0.0610293404662996,2.92749303626268,0.999999999999995,1
"RNF141",0.0585851759280102,2.94829612340616,0.999999999999995,1
"C1orf52",0.058537301175112,2.94555970018047,0.999999999999995,1
"C22orf25",-0.0584209070137422,2.94537389777088,0.999999999999995,1
"ZNF643",0.0581768466564343,2.92640332927409,0.999999999999995,1
"FMNL1",0.0579361549747786,2.9295539858017,0.999999999999995,1
"C8orf55",0.0539860948844835,2.92869506261991,0.999999999999995,1
"NFIX",0.0527335979689435,2.94593604101755,0.999999999999995,1
"HCG18",-0.0516357555536514,2.93849476643909,0.999999999999995,1
"MAU2",-0.0502931024639678,2.9365536992166,0.999999999999995,1
"SIK3",0.0497357901869553,2.92678683155594,0.999999999999995,1
"TMEM161B",0.0451948652808694,2.934320205841,0.999999999999995,1
"GPATCH3",-0.0451651768216681,2.934656323664,0.999999999999995,1
"POMT1",-0.0434434719225293,2.93237778245975,0.999999999999995,1
"ALDH16A1",-0.0427511638701582,2.94505999125367,0.999999999999995,1
"ZNF786",-0.0414032791062047,2.93388828174651,0.999999999999995,1
"PSEN1",-0.0405774576026173,2.92847316491923,0.999999999999995,1
"AMDHD2",0.0313033032393602,2.93719578725981,0.999999999999995,1
"ZNF92",0.0267864357195483,2.94071802581049,0.999999999999995,1
"MORF4",0.0235601751903559,2.93065112093058,0.999999999999995,1
"ZBTB39",0.0198580585560424,2.93636742249771,0.999999999999995,1
"INO80D",-0.0176701566974818,2.93178497645184,0.999999999999995,1
"TSPAN31",0.0174379259688539,2.93403082779481,0.999999999999995,1
"FAM171A1",0.0153833911056269,2.93163737441058,0.999999999999995,1
"BAZ2B",-0.0114589523619382,2.93205121441646,0.999999999999995,1
"MSRB2",-0.0102846439925919,2.93246306756279,0.999999999999995,1
"CTSL1",-0.0241818118375417,4.32051907547164,0.999999999999995,1
"SAP18",0.0106555271296253,4.32054444716343,0.999999999999995,1
"APITD1",-0.0641722320434376,3.69649438897979,0.999999999999996,1
"SMUG1",0.0537854385485429,3.70111609382217,0.999999999999996,1
"OSTM1",-0.048846405187065,3.6929233380464,0.999999999999996,1
"APOE",-0.0330215648233886,3.68813991394286,0.999999999999996,1
"BDP1",-0.028311747159649,3.68500721883394,0.999999999999996,1
"SMAD9",-0.0270195030683348,3.692583492859,0.999999999999996,1
"ORMDL3",0.0140294758085829,3.69378071911271,0.999999999999996,1
"SDC4",-0.00865540190266709,3.69636793081579,0.999999999999996,1
"C13orf27",0.00814889049491097,3.69343658207487,0.999999999999996,1
"GPR89C",-0.0585379602943383,3.72156448087795,0.999999999999996,1
"BRE",0.0573156586534678,3.72112977873633,0.999999999999996,1
"TECR",-0.0473153154119696,3.71770542588821,0.999999999999996,1
"RNF146",0.0434450747492743,3.71481852515789,0.999999999999996,1
"BLCAP",0.043348294026945,3.72819212340991,0.999999999999996,1
"INCENP",0.0396579809039342,3.72413242200928,0.999999999999996,1
"DUSP7",0.0348666326974226,3.71353994454263,0.999999999999996,1
"GNPTAB",0.0285027976028811,3.73242529024784,0.999999999999996,1
"PAF1",-0.0258585758588419,4.45837768037203,0.999999999999996,1
"IL1RAP",-0.0214622542373668,4.45768711855836,0.999999999999996,1
"SBF1",0.0208760848352658,3.73104849123954,0.999999999999996,1
"AGPAT6",0.016075235101134,3.72271316572438,0.999999999999996,1
"ZNF428",-0.0113623905820577,3.72215913614486,0.999999999999996,1
"CTSB",0.00644026312162242,3.72305338930125,0.999999999999996,1
"HDDC3",-0.0651803767558455,3.61002123822458,0.999999999999997,1
"PHC2",-0.0521197721600119,3.8264489456963,0.999999999999997,1
"CERK",0.0500538792894299,3.605268107562,0.999999999999997,1
"STYXL1",-0.0472613148261233,3.60529166964747,0.999999999999997,1
"HDAC8",0.0459379380461856,3.61597118053609,0.999999999999997,1
"DCPS",0.0416408215802087,3.82171317490492,0.999999999999997,1
"BAG4",-0.0411528269227503,3.81712917435983,0.999999999999997,1
"SMU1",-0.0364721889173602,3.6212321054069,0.999999999999997,1
"GOLGA3",-0.0362142109046615,3.82884902005748,0.999999999999997,1
"DRAM2",0.0338650519789881,3.60137658241382,0.999999999999997,1
"OSBP",-0.0314429401690677,3.61994793929304,0.999999999999997,1
"PTPN2",-0.0304268936895185,3.82402303718514,0.999999999999997,1
"TROAP",0.028576659872856,3.82922651345973,0.999999999999997,1
"FANCL",-0.0282590644536894,3.82762273553619,0.999999999999997,1
"CMTM3",-0.0248442499032821,3.81586327383662,0.999999999999997,1
"FBXO3",-0.0235092054604364,3.60792249814594,0.999999999999997,1
"MFHAS1",0.0203760797913918,3.6108132618641,0.999999999999997,1
"IMPA2",-0.018088726101601,3.81843060897359,0.999999999999997,1
"TAOK2",0.0164095893709427,3.82273233229981,0.999999999999997,1
"CCDC12",0.0158024301505439,3.60913463816678,0.999999999999997,1
"TP53I3",-0.00733032202309423,3.60944127886716,0.999999999999997,1
