"logFC","logCPM","PValue","FDR"
"LEPREL1",-0.322860232017796,5.64509608416044,0.158903098729777,1
"MTHFD1",-0.351938137370221,4.98517266365786,0.159354631009796,1
"SELRC1",-0.383227318060546,4.20922036619031,0.159923524978781,1
"KCNJ16",0.618547240214114,3.38524609434302,0.159992175353044,1
"BUD31",0.3690735270124,5.34697333450366,0.160422931691092,1
"PSMA6",0.267674862746392,6.49229922267764,0.160556901980567,1
"KIF2A",-0.329382992801239,4.64083603568146,0.160624449464759,1
"GMPPA",0.422417366122855,4.06668891989659,0.160886805523699,1
"MRPL37",-0.40734314861181,4.05967048193732,0.160886805523699,1
"PIR",-0.403980960571416,4.05764742732862,0.160886805523699,1
"YBX1",0.226654604086147,7.88939124183009,0.16117996119767,1
"NRIP3",0.471102717716561,3.7440467635198,0.161429253212326,1
"PGRMC2",0.442821193039413,3.73859924654475,0.161429253212326,1
"NUCKS1",-0.229186211996337,6.99656312773253,0.161730663489507,1
"LANCL1",-0.395487621119578,4.43255757322707,0.162280737042875,1
"CRYZL1",-0.51847743310848,3.38083990671589,0.162496854312585,1
"METTL3",-0.337209148881153,4.74787341001604,0.162634691310157,1
"HIST1H4A",-0.796378425110715,2.78279394643479,0.163084071734347,1
"EDEM1",0.376285168865169,4.22672985044273,0.163180692150658,1
"TEAD1",-0.366199483282565,4.23537303956127,0.163180692150658,1
"EIF2S3",-0.258931480172147,6.27394373560511,0.163903660748617,1
"SNORD115-16",0.632731806106144,6.10977303333714,0.164101136069724,1
"OBSL1",0.670495458645904,3.00925064940797,0.164568621783091,1
"ADCK3",0.666061832652939,3.01648919592756,0.164568621783091,1
"ZNF808",0.658042777972393,3.01188593096891,0.164568621783091,1
"MZT2A",0.4082078150738,4.08042418308808,0.164577819219383,1
"MBNL1",-0.383363445025581,4.08711605682376,0.164577819219383,1
"MIR130A",0.911125698306537,2.55312556470181,0.164784987242964,1
"NUP85",-0.325464944814754,4.57148397363748,0.164898557224911,1
"SNX17",-0.332328523605071,4.73636149240291,0.165152032457184,1
"MKRN1",0.3307700285868,4.66269424919517,0.165154714459615,1
"SNORD115-40",0.790435529877532,2.80561478557943,0.165730609161747,1
"TAP2",-0.372530947660685,4.45455534735068,0.166157999063907,1
"NGLY1",0.46081924805395,3.76753719400973,0.166320718843094,1
"STT3A",0.293692771061712,5.46105145834294,0.166358092086659,1
"FLAD1",-0.346625048513628,5.11682163191756,0.166508945471929,1
"DYRK1B",1.09826063419099,2.36201624707811,0.167259544316878,1
"SNORA12",0.344411468467061,6.070796998001,0.167354205706328,1
"TOR1AIP2",-0.310571975941337,4.68599785326114,0.167539946823369,1
"PFN2",0.245319799743373,6.7117313685545,0.168149368820942,1
"SNORD115-26",0.611576641099541,4.93859403553685,0.168331431976666,1
"C8orf40",-0.476235673589706,4.20352443142582,0.168856565080012,1
"LSM6",-0.353237132342389,4.59709182746495,0.168921067598832,1
"RPL31",0.26514837064734,8.9428216064542,0.16907824243256,1
"SNCG",0.576671570799018,3.23144356489485,0.169512316698902,1
"B4GALNT4",0.573607853655504,3.21866369828348,0.169512316698902,1
"EML3",-0.541488030047028,3.22492513681421,0.169512316698902,1
"LOC100093631",-0.354576908557828,4.70078394703487,0.16989791037525,1
"EML4",-0.313348562958241,4.55932640651952,0.170203307880233,1
"SNORD116-8",0.423332907697473,9.38732015472597,0.17041149386159,1
"RNF2",0.303327923004957,4.67707022155074,0.170738814941397,1
"SNORD91A",0.421268399190629,10.9484845807379,0.170849095613366,1
"EIF3CL",-0.260492742489572,6.20898581237544,0.170881995604791,1
"SNORA9",0.290968944956743,10.122445423061,0.170931408427482,1
"HIST1H4E",-0.350873254782666,8.32470151651606,0.171213437218991,1
"SUN1",0.299638519235409,5.49239421972334,0.171227878421862,1
"AES",0.328991284176826,5.87571128150537,0.171475746168051,1
"YIPF5",0.499546394645439,3.60487295456546,0.171840528660761,1
"COQ3",-0.496187841037292,3.6010313371865,0.171840528660761,1
"SEC61A2",0.488375375843431,3.60322417180829,0.171840528660761,1
"JUND",0.373188463299303,5.03918682864201,0.172346100763003,1
"LCLAT1",-0.416488383530048,3.96233564694535,0.172628334729884,1
"RPL39L",-0.302724166326244,4.80377998433518,0.173340232234081,1
"NAA15",-0.328927409353827,5.51149409268118,0.173705137663919,1
"SCARNA3",0.436153435366948,8.67903888553001,0.173952581551426,1
"KDELC2",-0.302902370672772,4.71457990064336,0.174250523524988,1
"GMPS",-0.27044330899135,6.00390856099954,0.174366443945789,1
"C20orf72",-0.301094968205903,4.76079343341717,0.174416804758825,1
"SLC7A2",-0.629632719745941,3.04123789077325,0.174619737741451,1
"MRPS18B",-0.30467638709861,5.24733767034639,0.174751115841488,1
"SNORA51",-0.357411586680904,10.4726972830234,0.175045738187736,1
"ATP6V1F",0.296271920462026,5.55007597534084,0.175110857109565,1
"RCN1",0.313540698062612,5.76093820028433,0.175142515135939,1
"ECHDC1",-0.325869148908801,4.59058470305159,0.175221291772719,1
"QSER1",-0.306732681899033,4.69466782976429,0.175402131999113,1
"MORF4L2",0.253865208745953,6.39973378786674,0.175515798808427,1
"RELT",0.735709082895184,2.85419836354518,0.175823110947061,1
"ADAMTS1",0.441536063181752,3.8208818723966,0.175922416696245,1
"ZNF639",-0.350336367783166,4.30155344630148,0.175948116703132,1
"PDSS1",-0.452814724960879,3.81766631518829,0.176597820934356,1
"AXL",0.906379595919713,2.60965400835992,0.176660578121255,1
"GNL3L",-0.406724272526229,3.99170825522306,0.176732929339739,1
"MCRS1",-0.31540773663906,4.53082347701113,0.176801320889974,1
"ABCC1",0.464485642391386,3.63365205661609,0.177419185700259,1
"ARIH2",-0.299975597515005,4.8130721521772,0.177456312063427,1
"RAB11FIP5",0.558157475798656,3.24937940383842,0.177565049347466,1
"MPV17L2",-0.54526606911441,3.27176079668843,0.177565049347466,1
"CHCHD10",-0.320075825666565,5.68139838059425,0.177851021249855,1
"DUSP6",-0.354045569683302,4.14615673250268,0.17788482726211,1
"TNNT1",0.28483906672942,5.49998170245062,0.178811162028274,1
"TSC22D3",0.937928569423621,4.61502653982171,0.178853361138819,1
"RPL10",-0.323368229936931,4.62582424723818,0.178983415740996,1
"STUB1",-0.384614641141115,4.16211926209453,0.179002644461005,1
"NEFH",0.57257251001591,5.62629068511558,0.179151227788251,1
"PIK3IP1",1.32696219370006,2.19727894478315,0.179710031761658,1
"PPP1R3E",1.10624277875257,2.23328227191204,0.179710031761658,1
"MIR181C",1.76145423412714,1.97917272343309,0.179780699116699,1
"FANK1",1.67406227513008,1.98828317105593,0.179780699116699,1
"IGF2BP3",-0.304677102706877,4.62545893648972,0.180173808402213,1
"GSTO1",-0.25789424271453,6.03000096022681,0.180329666115337,1
"SLC25A1",0.326164029913136,5.00430563203264,0.180610135897498,1
"TOP1MT",-0.395924960558147,4.01348878625226,0.18079261200604,1
"SNORD117",0.313733349134181,11.1962760246128,0.180887833269233,1
"SLC25A5",-0.245648848649723,6.91042515770079,0.18109006616948,1
"HIST1H2AK",-0.359760456703042,5.05283801464977,0.181361105030621,1
"ITM2C",0.380428034633257,4.95669329385209,0.18160230915803,1
"RUVBL1",-0.404429276450621,6.17119333084625,0.182026787433012,1
"SNHG4",-0.542155948761041,3.47820660833111,0.182513023217319,1
"TUBB3",0.534864080946539,3.47859027735245,0.182513023217319,1
"LSM14B",0.37147401186136,4.18666559656803,0.182523821232005,1
"GEMIN6",-0.414202063807408,4.36120921162772,0.182792036822038,1
"TET2",0.464092729025644,3.67530763763104,0.182914273780461,1
"FSTL1",-0.645142796022341,3.07790846470216,0.184402453260893,1
"FBXO2",0.389928526076255,4.02303676985593,0.184807461518014,1
"PEA15",0.346443231237452,5.07841992061891,0.184839171593756,1
"QARS",-0.335758307140897,4.3569975023118,0.185248231400814,1
"FTO",-0.414060928896557,3.85345138366427,0.185282088416434,1
"RAVER2",-0.411934345939222,3.86093605058703,0.185282088416434,1
"CABIN1",0.58284196895663,3.29427417581818,0.185443088977427,1
"PPCS",0.307620580795568,4.76393445692618,0.18586073930403,1
"SNHG3",-0.355209432533309,4.1954888195214,0.186011060609168,1
"SNHG8",-0.442256448655249,5.82878349496163,0.186127112988298,1
"RFWD3",-0.319556154708108,4.80738318651173,0.186239324598945,1
"RBM8A",0.322692853006867,5.189875224863,0.186520878738133,1
"MIR23B",0.455989659790327,5.42422655063633,0.186588111530396,1
"PJA2",0.388106231436489,4.89413567354711,0.186612341072045,1
"TMEM30A",-0.285520072803636,5.71826554496096,0.187528688221851,1
"TUBA4A",0.709328145734789,2.89495071750232,0.188128440732775,1
"NR4A1",0.682199971127226,2.89026307100645,0.188128440732775,1
"ALKBH8",-0.643793905338143,2.87918597828186,0.188128440732775,1
"DUS1L",-0.361035662405787,4.73352322872123,0.188632746185437,1
"NOL6",-0.469472671823575,4.575039110801,0.18870671648658,1
"RABAC1",0.384657205137215,4.04485698518726,0.188777622837112,1
"TNKS1BP1",0.507784276918956,3.49943179217916,0.188947905159137,1
"CMTM8",-0.476121559584399,3.49986412732907,0.188947905159137,1
"MFSD10",0.458141543877639,3.51163552753223,0.188947905159137,1
"USP1",-0.285163592348121,5.44758785616174,0.189281307406981,1
"UBXN6",0.390732002833028,3.9703441828388,0.189304404138584,1
"ME1",-0.35318316322397,4.22121078534396,0.189464468193951,1
"TMEM69",-0.341995207498586,4.22391969763151,0.189464468193951,1
"PHTF2",-0.337475063922665,4.22418465210459,0.189464468193951,1
"HLA-G",0.993157983342625,2.42331046419229,0.189467572856737,1
"SH3PXD2A",0.982919529828268,2.45709983258453,0.189467572856737,1
"HSD17B1",0.93963236641574,2.43736224141461,0.189467572856737,1
"SKP2",-0.361829709308241,5.10385194547596,0.189690454553617,1
"C1orf198",0.404225719959726,3.89137831502034,0.189871541622319,1
"TMED8",-0.401686981848077,3.8794745618283,0.189871541622319,1
"C1orf109",-0.395845466545665,3.88541710215648,0.189871541622319,1
"LTV1",-0.3958096613048,4.42691942811429,0.190203700468203,1
"SNORA5A",0.339885767094624,10.332410230403,0.19125279072654,1
"FAF1",-0.325426637956488,4.38256687787383,0.191317563147421,1
"TMEM147",-0.266367444918951,6.04472635241275,0.191972852646725,1
"CHCHD3",-0.306612988224287,5.17135789201197,0.192055357072312,1
"MGEA5",0.41139310342537,5.1814098494839,0.19264876641575,1
"PHF14",-0.348865403355034,4.23046363531137,0.192884182128858,1
"POLR2A",0.307799669618851,5.25807983533151,0.193236233665005,1
"SNORD66",0.361506643166058,9.94781955423237,0.193855228553811,1
"DDTL",0.58876878703534,3.13553140382307,0.193918978554964,1
"TGIF2-C20ORF24",-0.337598514610358,4.88378045680885,0.193973197024049,1
"CPSF3L",-0.295413457257312,4.83723868819596,0.19406262489078,1
"FDFT1",-0.296391882559755,5.47942991868824,0.194606368638446,1
"EEF1E1",-0.323178599371952,5.29739285798307,0.194953876380473,1
"THADA",-0.502713398813705,3.5346081737487,0.195265368315179,1
"C11orf70",-0.456618720014216,3.53942972250375,0.195265368315179,1
"CLDN1",-0.335269669505924,6.90668720408394,0.195962599600303,1
"DNAJB1",0.398592600216771,5.27381211126915,0.19618970702556,1
"DDX39B",-0.236154048974388,6.78256467727575,0.196331448699866,1
"UBE2T",-0.265809067110319,6.01378162023015,0.19641715128617,1
"SNORD45A",-0.27176869201214,13.0744724128047,0.196717303751365,1
"SS18",0.296742974555742,5.15449545675763,0.19724704900434,1
"CDCA4",-0.314828782944429,4.42838132710535,0.197283126524288,1
"TCERG1",-0.306769459137079,4.42238586461609,0.197283126524288,1
"RPS19BP1",-0.340836268917293,5.52904662851368,0.197334699212742,1
"GOLPH3",-0.291551035822839,5.23024488036129,0.19799957893919,1
"RRP7A",-0.424735785034391,4.33365218281731,0.198472407914328,1
"LZTS2",0.40184855038623,3.92756400129688,0.198871395470046,1
"TIMM8A",-0.399083511624492,3.9264855190237,0.198871395470046,1
"C19orf28",0.456199281043891,3.74894777155005,0.198902193999343,1
"CNPY3",0.4288691918582,3.75696052775274,0.198902193999343,1
"SCARNA13",0.257488234901795,8.85220222345676,0.198940989377867,1
"MSRB3",-0.303055892007539,5.27439503591807,0.199052000813981,1
"PARP8",0.676075566706527,2.92069524988449,0.200006314776035,1
"MCOLN3",-0.626860045519131,2.93369498812764,0.200006314776035,1
"DTYMK",-0.320515788082303,5.6877816258787,0.20009123743981,1
"UTP20",-0.404806665233197,4.23276298864962,0.200133040942078,1
"BSCL2",-0.365226156776376,4.10817748495905,0.200422257365368,1
"FAM45A",-0.525475480489205,3.35618187457104,0.200680971083906,1
"CSRNP1",0.495345387973895,3.37651766437769,0.200680971083906,1
"PRR7",0.747302310140228,2.72450769087019,0.200808627371109,1
"PEX11A",0.739957216238325,2.7305937186753,0.200808627371109,1
"ZFYVE1",0.727091804700767,2.69367322866625,0.200808627371109,1
"VGF",0.720644454614957,2.71848482052652,0.200808627371109,1
"ARL6IP1",0.257910561684371,6.19707461530259,0.201423563273629,1
"RIOK1",-0.455676888360747,3.56028525483146,0.201466667492599,1
"KCTD10",0.44387108492586,3.56574959206805,0.201466667492599,1
"IGF2BP2",-0.430963681285961,3.56431998561386,0.201466667492599,1
"MIR17",1.1625819835677,2.59188984301039,0.201513120436569,1
"FAM3C",-0.318803507614992,4.74794008704231,0.202029102067609,1
"CUEDC2",-0.292652882346767,5.28958898917214,0.202336948407364,1
"CDK8",0.333550840550727,4.29230502426868,0.202942959768987,1
"RPL4",-0.240447425752978,7.37643801827822,0.202990631273141,1
"SLC17A5",0.568312088982489,3.15595008933315,0.203173410520398,1
"HLCS",-0.548842965513042,3.1780049181622,0.203173410520398,1
"KLHL13",-0.542158800879639,3.17087969077714,0.203173410520398,1
"NCBP2",-0.280400210014845,4.72803785592014,0.203566678048705,1
"MPV17",-0.423936116019489,3.76480383787588,0.204067982045909,1
"FAHD1",0.400994838298666,3.77828092533733,0.204067982045909,1
"SMAP1",0.356930277145006,4.12959535079664,0.20421617559517,1
"MBOAT7",0.353620087918405,4.13052384926439,0.20421617559517,1
"TUFM",-0.292758548890885,6.53957608363041,0.204607925692132,1
"CTSC",-0.367614730247682,5.08756990238102,0.205082283865191,1
"ETNK1",-0.333277831148813,4.30594556922424,0.206229814547573,1
"NUP43",-0.275639975091696,4.74007766367405,0.206611492304376,1
"MDH2",-0.219460325137959,6.95824477021299,0.206734544703522,1
"SNORA7B",0.293453553477715,9.24696593733794,0.207365311086372,1
"XRCC5",-0.238754403639165,7.36671607185547,0.207533689444822,1
"LAMB1",-0.452283682790851,3.60242273217393,0.207553325854494,1
"PSEN2",-0.435758766183146,3.6054018718407,0.207553325854494,1
"CCDC111",-0.423579065641085,3.59730351574211,0.207553325854494,1
"SLC25A12",-0.530226511944941,3.40018553411167,0.208045562163205,1
"POLE2",-0.500441876398074,3.38930522176927,0.208045562163205,1
"SMC4",-0.290893140615407,5.22524384831653,0.208375369399935,1
"MSH2",-0.306362918887979,5.1701487948064,0.208590708542395,1
"EMG1",-0.286632728554569,6.03873744715784,0.20940636578222,1
"RNF138",-0.312557642420248,4.33154053991185,0.209484041845609,1
"SPCS3",-0.278920156917378,5.4928473867734,0.209484970916955,1
"LOC100134229",1.15369234728385,2.25939151561937,0.210287035560412,1
"KCNC3",0.932611858828722,2.2939992075014,0.210287035560412,1
"WNK3",0.949783824767914,2.510020888043,0.210288578768901,1
"TBC1D8B",0.865295647906473,2.51095653393918,0.210288578768901,1
"MAP3K1",0.791271789619327,2.50161906297287,0.210288578768901,1
"RPN2",0.214493595063918,6.97845208524569,0.210484033571957,1
"PTP4A3",0.59753962513099,2.99521769500032,0.211467143271888,1
"COL4A5",-0.583002898825826,2.97958433750839,0.211467143271888,1
"VAT1",0.367623527148443,5.37526383362108,0.211668826987349,1
"C7orf47",-0.341596986409326,4.17643948492814,0.211674741672733,1
"NQO1",0.279521194670658,5.43761973602491,0.211682510905216,1
"CLK2",0.394129090473172,4.00144337506969,0.211931102791958,1
"MRPL48",-0.366079317513086,3.99626981008406,0.211931102791958,1
"RSBN1",0.59472395309746,3.20203518628199,0.21217119427258,1
"ARHGAP27",0.563201019823699,3.19406078045655,0.21217119427258,1
"SMARCA1",-0.316539717698802,4.34491230553548,0.212705911378176,1
"CDC7",-0.308565843195771,4.34748051819953,0.212705911378176,1
"ARL2BP",-0.278938744715234,4.92125305123608,0.212970043881896,1
"WDR75",-0.279535375807943,5.93465524502238,0.213495754363058,1
"NUP50",-0.440052883274514,3.61297731023228,0.213527078716059,1
"CHML",0.402119807727948,3.82798230108608,0.214159770574935,1
"SNORD82",0.37060664626995,10.217978502968,0.214170647720485,1
"PRDX2",0.230587055459841,6.52116566941743,0.214412304239276,1
"FKBP10",0.28082916755646,5.79275132087712,0.214517244764901,1
"TSC22D1",0.492796985593901,5.01602378531093,0.214932889381573,1
"ELOVL5",-0.265969414511535,5.4759116183242,0.214979354385776,1
"IFI30",-0.362706311831416,5.17582077799061,0.215001644727554,1
"UBE2E3",-0.292479558264146,5.22879656223854,0.215039367583843,1
"F12",0.485393939362792,3.42596338368532,0.215244618248184,1
"MED15",0.450261078699577,3.43274365573935,0.215244618248184,1
"SDC2",0.725187859101963,2.75749520625909,0.215675418494064,1
"GTF2H2C",-0.723992158265657,2.74225593755359,0.215675418494064,1
"GINS1",-0.341788406419542,4.02215117604633,0.216169422195652,1
"SNORA2A",0.30909642943878,10.2898910962405,0.216687318249102,1
"DUSP15",1.25451807308237,2.19529078885111,0.216770918578351,1
"PAFAH1B3",-0.289069865917161,5.33474902357828,0.216874602385289,1
"NONO",-0.281263668026498,5.53481053913809,0.217051372419527,1
"MIR92A1",0.573674027399545,3.79836143102153,0.217664957016532,1
"SNORD95",0.411658961731612,8.03520500885416,0.218008241991134,1
"PFDN5",0.242504520432488,6.55135878926587,0.218568130395995,1
"RDH11",0.272535329822677,4.90843952391305,0.218616509116123,1
"BAIAP3",1.82876147816913,1.8319776828178,0.21881657237388,1
"SNORD114-26",1.49725131806322,1.84353095939417,0.21881657237388,1
"RPP21",0.303249694648717,4.38441338941553,0.219053722832136,1
"CHAC2",-0.387979416255035,3.84497484869536,0.21908794503148,1
"DYNC2H1",-0.380465610752909,3.85546230038391,0.21908794503148,1
"APLP1",0.434583009014774,3.64976856969232,0.219389826692105,1
"TIMM10",-0.295792174129054,5.06551364635398,0.219434601273919,1
"HIST2H2AC",-0.240664808589843,7.48922389123618,0.219890043310964,1
"SF3A3",-0.294932003886002,5.63319911067095,0.219890117611345,1
"UBE2Q2",0.36499328092014,4.04142929406234,0.220351431307416,1
"HIST1H2AM",-0.324832870979381,6.9927877843594,0.220428647355945,1
"HIST1H2AI",-0.394408040624778,7.69533425829225,0.220777706311169,1
"SERGEF",0.570440386485149,3.24237221106157,0.220918714114382,1
"TRAPPC2P1",0.529944827503953,3.24475931470622,0.220918714114382,1
"WDR89",0.50367030308167,3.24946299641951,0.220918714114382,1
"TRPC1",0.499384708046041,3.2322255874132,0.220918714114382,1
"DARS2",-0.27518034083734,4.75356024021376,0.221225254241812,1
"KIAA0391",-0.319605744596181,4.34150967443197,0.221938707713262,1
"EXO1",-0.319840660879831,4.39653221148815,0.222180265800255,1
"CD81",0.28065462209357,5.71134494096409,0.22244616767871,1
"ARPC5L",-0.309857805236775,5.42424853566772,0.222498953737616,1
"HOMER1",0.320075211044806,4.23356100018104,0.2225457725243,1
"PDHB",-0.274440514762974,5.18851326845211,0.222657407680509,1
"GMFB",-0.295998592301346,4.56399924228812,0.222875747992043,1
"TSTA3",-0.317572779021784,4.6163455213988,0.223857146066556,1
"MRPS24",-0.27467250076037,5.73381342847911,0.224168077053981,1
"GLMN",-0.349985508746442,4.06434823172531,0.224477868998279,1
"HIST1H2BO",-0.278468533163759,6.53894831081456,0.224538887028706,1
"OSGEP",-0.432865012743247,3.68246750991971,0.225143596658325,1
"FKTN",-0.408327643690253,3.67480999961205,0.225143596658325,1
"DSCC1",-0.390059570605973,4.56716249612255,0.225814921971376,1
"FBN2",-0.320040081901271,4.24874357199839,0.226086800802382,1
"SNORA23",0.252241712789202,11.8895154148658,0.226117322847265,1
"GPR155",1.33932883046363,2.10060029035795,0.226684537796927,1
"WDR66",1.27832315514156,2.07311332811417,0.226684537796927,1
"CSPG5",1.24159013820126,2.07575169736976,0.226684537796927,1
"MIR532",1.14772308895242,2.0718830640081,0.226684537796927,1
"WDR52",1.04539763655892,2.09866800112992,0.226684537796927,1
"PCSK1N",0.978564421585534,2.08321845419031,0.226684537796927,1
"SPOCK2",0.286313926856916,5.17677064533801,0.227091691487516,1
"ZMYM2",0.309968105303173,4.43633746805434,0.227282113185035,1
"MRPS17",-0.328240567814607,4.95624227528989,0.227335001319647,1
"EIF3J",-0.271973206690319,5.47506369749938,0.227767707086086,1
"SSR3",-0.283481239072666,5.23326876189233,0.227883330187138,1
"NDUFA7",-0.317431237572271,4.21382280318519,0.228116686189131,1
"LOC723972",0.298742919261516,4.42377172939456,0.228340197424284,1
"MAK16",-0.348188633197398,4.39404764210855,0.228476904071375,1
"MEX3D",0.38758386832602,3.89982575879894,0.22871478526288,1
"ARHGAP19",-0.379396000949255,3.89992450351285,0.22871478526288,1
"CCDC115",0.469438881021986,3.49787486603995,0.229160273859532,1
"FECH",-0.445423651668447,3.49271516128169,0.229160273859532,1
"BTBD2",0.426371943125334,3.49454164946879,0.229160273859532,1
"RPS19",0.269246328705306,7.56615258070345,0.229289239381383,1
"SFXN4",-0.531435887281879,3.27258080551814,0.229422982969363,1
"WDR35",-0.517333275860801,3.27276780528676,0.229422982969363,1
"C2orf7",0.501518764496505,3.28562980537544,0.229422982969363,1
"IER5L",0.493767789216248,3.28730232296405,0.229422982969363,1
"LARS",-0.409558263936548,4.73846604263175,0.229519164857657,1
"MLEC",-0.334499636302875,4.13409819345646,0.229574933796217,1
"TSFM",-0.324595823381041,4.26833401798561,0.229587314178185,1
"ADRBK1",0.323627094810221,4.26108050174263,0.229587314178185,1
"MTDH",-0.312593980772346,4.26304001360169,0.229587314178185,1
"SEMA3E",-0.307029751977117,4.26304394059938,0.229587314178185,1
"SNX25",0.809163511433667,2.56398768950912,0.229799549570913,1
"CACNB3",0.774656277218387,2.58913183525403,0.229799549570913,1
"FKBP5",-0.278874571893074,4.97056315993426,0.230083138093521,1
"SNORD35A",0.286449877241772,10.9382469659856,0.230210758876123,1
"DRAP1",0.26203525285305,5.41544788692815,0.23028377366313,1
"SNORA10",-0.237835162094955,11.5860917824252,0.230381326036162,1
"SNORD6",-0.303624454726785,11.4728852151928,0.230453188289067,1
"H2AFZ",-0.231193684709685,8.20063069434083,0.230508202172879,1
"GPATCH4",-0.486100617886066,4.53719699316977,0.230616386216547,1
"C16orf59",-0.400939723781204,3.70555904138519,0.230790509248878,1
"UBE2O",0.399309938489596,3.70926380992851,0.230790509248878,1
"MARS2",-0.3913425785042,3.71229732957174,0.230790509248878,1
"KIAA1797",-0.389451095723981,3.71445358995915,0.230790509248878,1
"ATXN10",-0.269409210434749,5.23807449282958,0.23185698237782,1
"SNORD46",0.28566218570442,13.2414714796757,0.231927329445548,1
"RNF187",0.278194542171307,4.95301955612441,0.23237756758394,1
"EMB",-0.340600389930833,4.09553180664834,0.232567104280819,1
"PPP2R1B",-0.280154338424659,4.93829968680667,0.232590316428601,1
"TUBB6",0.337995994220231,5.64320262996753,0.232749609653143,1
"NMD3",-0.259573292619014,5.42865742620183,0.23277089811148,1
"C1orf31",-0.306139072644123,4.4113979181543,0.232782129896652,1
"TMEM66",0.30786006821796,5.42006491326957,0.233008060501224,1
"SLC39A10",-0.305132485444978,4.28539978529678,0.233047814906508,1
"FANCE",-0.597420855169655,3.05835427522059,0.233191507963884,1
"SNORA55",0.300246412071942,9.34544899899085,0.233335426605276,1
"GTF2H2B",-0.377269373048593,3.91892684760286,0.233415964008718,1
"IDH2",0.392000154795916,4.5076255979313,0.234155902975849,1
"DBNL",0.297981640937073,4.43093015415719,0.234254896497245,1
"CHPF",0.284320724317145,4.46385294852493,0.234378100305614,1
"COX11",-0.268149571658801,4.86621484693846,0.234987581701957,1
"CD3EAP",-0.442144290463011,3.67329145772229,0.235154521783096,1
"CLDND1",0.292221545802465,4.69515588299365,0.235308852900811,1
"GDI1",0.280738175460515,5.15629317328043,0.235311757049706,1
"CTXN1",0.466250726502886,3.52904183095629,0.23588447350128,1
"TMEM63B",0.452775645376897,3.52110225392882,0.23588447350128,1
"CHAF1B",-0.439193871253812,3.52355505573643,0.23588447350128,1
"MTIF2",-0.254533618815291,4.73682516430638,0.23597522817916,1
"HIST1H2BH",-0.25996051845351,4.6329505668681,0.23624389958157,1
"USP37",0.38617753867489,3.73875098034336,0.236332751827554,1
"C7orf44",-0.37833987735717,3.74159170069399,0.236332751827554,1
"ANKRD52",-0.374494257923556,3.74073847708598,0.236332751827554,1
"DSN1",-0.370639737809834,3.7343455607758,0.236332751827554,1
"NAE1",-0.231753548491964,6.12294897163941,0.236408343585359,1
"EXOSC4",-0.413197011557752,4.52404656918071,0.236430636348195,1
"UBLCP1",-0.351061175149112,4.12197219438812,0.236531483407269,1
"ZNF131",0.341737804851509,4.11998320603172,0.236531483407269,1
"PARP4",-0.275888099641794,5.04536921389449,0.236941928184889,1
"SCARB2",0.319712510958731,4.93095608415732,0.237152824749473,1
"POMGNT1",-0.292707482126321,4.47795625134799,0.237352126892798,1
"NDUFA6",0.279394088592091,5.14948580928554,0.237837722691227,1
"APH1A",-0.243563693119408,5.65191854777787,0.2378730563135,1
"C1orf63",0.364150067786884,3.94148102500726,0.238044042476956,1
"ZNF470",0.989474610872012,2.34903604980908,0.238085621267983,1
"CAPN5",0.898947396053564,2.35505600318381,0.238085621267983,1
"MIR29B1",0.865125897306234,2.36180553847085,0.238085621267983,1
"KLC3",0.835078953099859,2.36900898579989,0.238085621267983,1
"CAPG",0.829710165843192,2.3505171086053,0.238085621267983,1
"SEC31B",0.819686432784134,2.34352517478158,0.238085621267983,1
"CREG1",0.272063382480783,5.45244141919459,0.238168581631118,1
"SNORA20",0.285200900621642,10.3506470534288,0.238565230807741,1
"NCRNA00152",-0.257651885459764,4.837853654914,0.238672586806828,1
"IFRD1",-0.289310345489505,4.74125504903939,0.238946598254826,1
"RDH10",-0.288196001625827,5.95940075143279,0.239179380653129,1
"DDX39A",-0.388719603126252,5.00002993609972,0.239273599773311,1
"RPL21P28",-0.276952389191089,5.19616899003356,0.239728971502462,1
"SNX7",-0.304226685430229,4.32248679203594,0.239850825631722,1
"GSTK1",-0.291108463921081,4.49378544568911,0.240296657084613,1
"RWDD1",-0.266497612902828,5.34543509355121,0.240336083976899,1
"JAGN1",-0.316246140799902,4.14664893023699,0.240443445675332,1
"TKT",-0.273796474238474,5.71113125925505,0.240700097683723,1
"VPS25",-0.294929438267604,4.91106401670616,0.241210242529783,1
"TXNDC9",-0.260494563007717,4.66262813770918,0.241429257879648,1
"ZMYND8",0.399339913271745,3.7597613098465,0.24177255604704,1
"RHOT1",0.350558863305716,3.97448117296726,0.242600341525298,1
"DUT",-0.247248654217737,6.04946759705907,0.242672875905485,1
"MYH10",0.26233162428858,5.01660345626635,0.243302397151635,1
"JARID2",0.658597100073187,2.87150168381023,0.243387463073038,1
"SLC6A8",0.657656077524972,2.85314616985672,0.243387463073038,1
"TC2N",0.623233753307508,2.8710450086427,0.243387463073038,1
"LOC550112",0.572556618687988,2.85945300128929,0.243387463073038,1
"HEY1",0.561940677029003,3.09345370170111,0.24348520894264,1
"MSL2",-0.538891265067097,3.10781597733443,0.24348520894264,1
"ACVR1B",0.505229664408751,3.1031261676865,0.24348520894264,1
"F11R",0.32774675871904,4.30425654539036,0.2437799354044,1
"CDK2",-0.258389019958545,4.67554404239185,0.243988165712964,1
"GNAS",0.207656306613564,7.24569816070082,0.244091930776405,1
